player_id;name;birth_date;role;year_date;years
22140;;1982-08-03T00:00:00.000Z;defence;1982;33
149946;Raphael Martinho Alves de Lima;1988-04-15T00:00:00.000Z;midfield;1988;27
5870;;1981-03-26T00:00:00.000Z;midfield;1981;34
99523;N�colas Andrade David;1988-04-12T00:00:00.000Z;goalkeeper;1988;27
24480;Nikolay Borislavov Mihaylov;1988-06-28T00:00:00.000Z;goalkeeper;1988;27
131209;Adri�n Ezequiel Cirigliano;1992-01-24T00:00:00.000Z;midfield;1992;23
126597;;1985-05-29T00:00:00.000Z;midfield;1985;30
44336;;1984-01-28T00:00:00.000Z;midfield;1984;31
21780;;1983-08-23T00:00:00.000Z;midfield;1983;32
38642;;1980-04-24T00:00:00.000Z;striker;1980;35
43760;;1987-05-10T00:00:00.000Z;midfield;1987;28
110925;Francesco Bardi;1992-01-18T00:00:00.000Z;goalkeeper;1992;23
5970;Dario Dainelli;1979-06-09T00:00:00.000Z;defence;1979;36
85380;Andrea Seculin;1990-07-14T00:00:00.000Z;goalkeeper;1990;25
28936;Riccardo Meggiorini;1985-09-04T00:00:00.000Z;striker;1985;30
243714;Kingsley Coman;1996-06-13T00:00:00.000Z;midfield;1996;19
4276;Carlos T?vez;1984-02-05T00:00:00.000Z;striker;1984;31
200194;Federico Mattiello;1995-07-14T00:00:00.000Z;midfield;1995;20
121756;R?mulo;1987-05-22T00:00:00.000Z;midfield;1987;28
87210;Davide Astori;1987-01-07T00:00:00.000Z;defence;1987;28
197747;Alessio Romagnoli;1995-01-12T00:00:00.000Z;defence;1995;20
88683;Mattia Destro;1991-03-20T00:00:00.000Z;midfield;1991;24
171307;Joshua Brillante;1993-03-25T00:00:00.000Z;midfield;1993;22
55997;Jos? Mar�a Basanta;1984-04-03T00:00:00.000Z;defence;1984;31
5957;Alberto Aquilani;1984-07-07T00:00:00.000Z;midfield;1984;31
197300;Federico Bernardeschi;1994-02-16T00:00:00.000Z;midfield;1994;21
199976;Marco Sportiello;1992-05-10T00:00:00.000Z;goalkeeper;1992;23
20913;Giuseppe Biava;1977-05-08T00:00:00.000Z;defence;1977;38
57280;Giacomo Bonaventura;1989-08-22T00:00:00.000Z;midfield;1989;26
76387;Carlos Carmona;1987-02-21T00:00:00.000Z;midfield;1987;28
33218;Luca Cigarini;1986-06-20T00:00:00.000Z;midfield;1986;29
76329;Marcelo Estigarribia;1987-09-21T00:00:00.000Z;midfield;1987;28
19435;Gianpaolo Bellini;1980-03-27T00:00:00.000Z;defence;1980;35
56854;Nicol? Cherubin;1986-12-02T00:00:00.000Z;defence;1986;29
99232;Marco D'Alessandro;1991-02-17T00:00:00.000Z;midfield;1991;24
20726;Rolando Bianchi;1983-02-15T00:00:00.000Z;midfield;1983;32
22673;Emil Hallfredsson;1984-06-29T00:00:00.000Z;midfield;1984;31
19708;Bosko Jankovic;1984-03-01T00:00:00.000Z;midfield;1984;31
29311;Mounir Obbadi;1983-04-04T00:00:00.000Z;midfield;1983;32
62415;Panagiotis Tachtsidis;1991-02-15T00:00:00.000Z;midfield;1991;24
38592;Juan G�mez;1985-05-20T00:00:00.000Z;midfield;1985;30
5980;Luca Toni;1977-05-26T00:00:00.000Z;midfield;1977;38
126516;Antonio Luna;1991-03-17T00:00:00.000Z;defence;1991;24
55472;Rafael Marques;1983-09-21T00:00:00.000Z;defence;1983;32
37633;Guillermo Rodr�guez;1984-03-21T00:00:00.000Z;defence;1984;31
91716;Frederik S?rensen;1992-04-14T00:00:00.000Z;defence;1992;23
34283;Lazaros Christodoulopoulos;1986-12-19T00:00:00.000Z;midfield;1986;29
98888;Artur Ionita;1990-08-17T00:00:00.000Z;midfield;1990;25
167741;Mattia Valoti;1993-09-06T00:00:00.000Z;striker;1993;22
185593;Nico L�pez;1993-10-01T00:00:00.000Z;midfield;1993;22
45717;Nen?;1983-07-28T00:00:00.000Z;midfield;1983;32
244192;Pierluigi Gollini;1995-03-18T00:00:00.000Z;goalkeeper;1995;20
34370;Diego L�pez;1981-11-03T00:00:00.000Z;goalkeeper;1981;34
5856;Daniele Bonera;1981-05-31T00:00:00.000Z;defence;1981;34
34344;Cristian Zapata;1986-09-30T00:00:00.000Z;defence;1986;29
66521;Keisuke Honda;1986-06-13T00:00:00.000Z;midfield;1986;29
44834;Andrea Poli;1989-09-29T00:00:00.000Z;midfield;1989;26
4672;Nigel de Jong;1984-11-30T00:00:00.000Z;midfield;1984;31
94529;Stephan El Shaarawy;1992-10-27T00:00:00.000Z;midfield;1992;23
16993;J?r?my M?nez;1987-05-07T00:00:00.000Z;midfield;1987;28
28862;Michael Agazzi;1984-07-03T00:00:00.000Z;goalkeeper;1984;31
56841;Michelangelo Albertazzi;1991-01-07T00:00:00.000Z;defence;1991;24
73786;Pablo Armero;1986-11-02T00:00:00.000Z;defence;1986;29
5993;Cristian Zaccardo;1981-12-21T00:00:00.000Z;defence;1981;34
199248;Bryan Cristante;1995-03-03T00:00:00.000Z;midfield;1995;20
5588;Michael Essien;1982-12-03T00:00:00.000Z;midfield;1982;33
88909;Riccardo Saponara;1991-12-21T00:00:00.000Z;striker;1991;24
253267;Hachim Mastour;1998-06-15T00:00:00.000Z;striker;1998;17
157501;M'Baye Niang;1994-12-19T00:00:00.000Z;midfield;1994;21
77825;Etrit Berisha;1989-03-10T00:00:00.000Z;goalkeeper;1989;26
19694;Dusan Basta;1984-08-18T00:00:00.000Z;defence;1984;31
222209;Thomas Strakosha;1995-03-19T00:00:00.000Z;goalkeeper;1995;20
12149;Lorik Cana;1983-07-27T00:00:00.000Z;defence;1983;32
44420;Stefan Radu;1986-10-22T00:00:00.000Z;defence;1986;29
111196;Stefan de Vrij;1992-02-05T00:00:00.000Z;defence;1992;23
26721;Lucas Biglia;1986-01-30T00:00:00.000Z;midfield;1986;29
61449;Senad Lulic;1986-01-18T00:00:00.000Z;midfield;1986;29
84545;Marco Parolo;1985-01-25T00:00:00.000Z;midfield;1985;30
10;Miroslav Klose;1978-06-09T00:00:00.000Z;midfield;1978;37
30782;Santiago Gentiletti;1985-01-09T00:00:00.000Z;defence;1985;30
22139;Abdoulay Konko;1984-03-09T00:00:00.000Z;defence;1984;31
87493;Diego Noxetti;1985-05-09T00:00:00.000Z;defence;1985;30
199733;Danilo Cataldi;1994-08-06T00:00:00.000Z;midfield;1994;21
159372;Felipe Anderson;1993-04-15T00:00:00.000Z;striker;1993;22
55957;Alxo Gonzalez;1984-10-29T00:00:00.000Z;midfield;1984;31
6438;Cristian Ledesma;1982-09-24T00:00:00.000Z;midfield;1982;33
6043;Stefano Mauri;1980-01-08T00:00:00.000Z;striker;1980;35
47065;Filip Djordjevic;1987-09-28T00:00:00.000Z;midfield;1987;28
16408;Orestis Karnezis;1985-07-11T00:00:00.000Z;goalkeeper;1985;30
32816;Danilo;1984-05-10T00:00:00.000Z;defence;1984;31
6750;Maurizio Domizzi;1980-06-28T00:00:00.000Z;defence;1980;35
109598;Thomas Heurtaux;1988-07-03T00:00:00.000Z;defence;1988;27
126422;Allan;1991-01-08T00:00:00.000Z;midfield;1991;24
108484;Emmanuel Badu;1990-12-02T00:00:00.000Z;midfield;1990;25
115382;Guilherme;1991-04-05T00:00:00.000Z;midfield;1991;24
5793;Giovanni Pasquale;1982-01-05T00:00:00.000Z;midfield;1982;33
168989;Silvan Widmer;1993-03-05T00:00:00.000Z;defence;1993;22
6031;Antonio Di Natale;1977-10-13T00:00:00.000Z;midfield;1977;38
119228;Luis Muriel;1991-04-16T00:00:00.000Z;midfield;1991;24
238993;Simone Scuffet;1996-05-31T00:00:00.000Z;goalkeeper;1996;19
43082;Nicola Belmonte;1987-04-15T00:00:00.000Z;defence;1987;28
187090;Igor Bubnjic;1992-07-17T00:00:00.000Z;defence;1992;23
28833;Andrea Coda;1985-04-25T00:00:00.000Z;defence;1985;30
240306;Bruno Fernandes;1994-09-08T00:00:00.000Z;striker;1994;21
203773;Melker Hallberg;1995-10-20T00:00:00.000Z;midfield;1995;20
205179;J�dson;1993-08-30T00:00:00.000Z;midfield;1993;22
19636;Panagiotis Kone;1987-07-26T00:00:00.000Z;striker;1987;28
125251;Iv�n Piris;1989-03-10T00:00:00.000Z;midfield;1989;26
29316;Cyril Th?r?au;1983-04-24T00:00:00.000Z;midfield;1983;32
240414;Alex Meret;1997-03-22T00:00:00.000Z;goalkeeper;1997;18
263027;Alexis Zapata;1995-05-10T00:00:00.000Z;midfield;1995;20
99254;Luigi Sepe;1991-05-08T00:00:00.000Z;goalkeeper;1991;24
200056;Elseid Hysaj;1994-02-20T00:00:00.000Z;defence;1994;21
94936;Vincent Laurini;1989-06-10T00:00:00.000Z;defence;1989;26
162959;Daniele Rugani;1994-07-29T00:00:00.000Z;defence;1994;21
111347;Lorenzo Tonelli;1990-01-17T00:00:00.000Z;defence;1990;25
22749;Daniele Croce;1982-09-09T00:00:00.000Z;midfield;1982;33
84903;Mirko Valdifiori;1986-04-21T00:00:00.000Z;midfield;1986;29
143812;Mat�as Vecino;1991-08-24T00:00:00.000Z;striker;1991;24
130360;Simone Verdi;1992-07-12T00:00:00.000Z;striker;1992;23
56912;Levan Mchedlidze;1990-03-24T00:00:00.000Z;midfield;1990;25
87884;M�rio Rui;1991-05-27T00:00:00.000Z;defence;1991;24
163690;Franco Signorelli;1991-01-01T00:00:00.000Z;midfield;1991;24
163683;Manuel Pucciarelli;1991-06-17T00:00:00.000Z;striker;1991;24
27807;Daniele Padelli;1985-10-25T00:00:00.000Z;goalkeeper;1985;30
54906;Matteo Darmian;1989-12-02T00:00:00.000Z;defence;1989;26
46552;Kamil Glik;1988-02-03T00:00:00.000Z;defence;1988;27
124715;Nikola Maksimovi?;1991-11-25T00:00:00.000Z;defence;1991;24
5755;Emiliano Moretti;1981-06-11T00:00:00.000Z;defence;1981;34
73097;Omar El Kaddouri;1990-08-21T00:00:00.000Z;midfield;1990;25
28827;Alessandro Gazzi;1983-01-28T00:00:00.000Z;midfield;1983;32
22203;Antonio Nocerino;1985-04-09T00:00:00.000Z;midfield;1985;30
87463;Marcelo Larrondo;1988-08-16T00:00:00.000Z;midfield;1988;27
22328;Fabio Quagliarella;1983-01-31T00:00:00.000Z;midfield;1983;32
125314;Pontus Jansson;1991-02-13T00:00:00.000Z;defence;1991;24
21769;Salvatore Masiello;1982-01-31T00:00:00.000Z;defence;1982;33
189452;Gast�n Silva;1994-03-05T00:00:00.000Z;defence;1994;21
28021;Samir Handanovic;1984-07-14T00:00:00.000Z;goalkeeper;1984;31
51471;Mateo Kovacic;1994-05-06T00:00:00.000Z;striker;1994;21
21752;Tommaso Berni;1983-03-06T00:00:00.000Z;goalkeeper;1983;32
21782;Hugo Campagnaro;1980-06-27T00:00:00.000Z;defence;1980;35
146743;Luca Antei;1992-04-19T00:00:00.000Z;defence;1992;23
57643;Marcello Gazzola;1985-04-03T00:00:00.000Z;defence;1985;30
20730;Daniele Conti;1979-01-09T00:00:00.000Z;midfield;1979;36
7096;Daniele Gastaldello;1983-06-25T00:00:00.000Z;defence;1983;32
70789;Michu;1986-03-21T00:00:00.000Z;striker;1986;29
28868;Tiberio Guarente;1985-11-01T00:00:00.000Z;midfield;1985;30
41112;Jos? Holebas;1984-06-27T00:00:00.000Z;defence;1984;31
7109;Andrea Barzagli;1981-05-08T00:00:00.000Z;defence;1981;34
5893;Giampiero Pinzi;1981-03-11T00:00:00.000Z;midfield;1981;34
45889;Bruno Pereirinha;1988-03-02T00:00:00.000Z;defence;1988;27
40660;Alessandro Matri;1984-08-19T00:00:00.000Z;midfield;1984;31
16888;Federico Agliardi;1983-02-11T00:00:00.000Z;goalkeeper;1983;32
244491;Stefano Gori;1996-03-09T00:00:00.000Z;goalkeeper;1996;19
5422;Philippe Mex?s;1982-03-30T00:00:00.000Z;defence;1982;33
29260;Giorgio Chiellini;1984-08-14T00:00:00.000Z;defence;1984;31
6792;Luca Antonini;1982-08-04T00:00:00.000Z;defence;1982;33
3713;Massimo Maccarone;1979-09-06T00:00:00.000Z;midfield;1979;36
242257;Davide Zuccolini;1995-02-09T00:00:00.000Z;defence;1995;20
16810;;1982-04-02T00:00:00.000Z;goalkeeper;1982;33
5986;;1978-06-10T00:00:00.000Z;goalkeeper;1978;37
15511;R�bson de Souza;1984-01-25T00:00:00.000Z;striker;1984;31
199258;;1995-06-30T00:00:00.000Z;midfield;1995;20
43084;;1988-08-21T00:00:00.000Z;defence;1988;27
61783;;1989-07-12T00:00:00.000Z;midfield;1989;26
16891;;1979-03-25T00:00:00.000Z;defence;1979;36
124909;;1986-05-07T00:00:00.000Z;midfield;1986;29
46728;?????? ???????????;1990-09-19T00:00:00.000Z;midfield;1990;25
65929;Mat�as Nicol�s Rodr�guez;1986-04-14T00:00:00.000Z;defence;1986;29
57657;;1992-08-30T00:00:00.000Z;goalkeeper;1992;23
6448;????? ???????;1983-10-01T00:00:00.000Z;striker;1983;32
181779;Wallace Oliveira dos Santos;1994-05-01T00:00:00.000Z;defence;1994;21
54859;�xro Daniel Pereira Barrag�n;1985-11-28T00:00:00.000Z;defence;1985;30
27300;Rolando Jorge Pires da Fonseca;1985-08-31T00:00:00.000Z;defence;1985;30
13749;Gabriel Mudingayi;1981-10-01T00:00:00.000Z;midfield;1981;34
135217;Patrick Haakon Olsen;1994-04-23T00:00:00.000Z;midfield;1994;21
5889;;1980-05-27T00:00:00.000Z;defence;1980;35
21696;;1978-12-17T00:00:00.000Z;defence;1978;37
6721;Mario Alberto Santana;1981-12-23T00:00:00.000Z;midfield;1981;34
5878;;1982-07-05T00:00:00.000Z;midfield;1982;33
88685;;1990-07-07T00:00:00.000Z;goalkeeper;1990;25
5974;Francelino da Silva;1980-06-10T00:00:00.000Z;midfield;1980;35
159153;Daniel Celso Jara Mart�nez;1993-12-22T00:00:00.000Z;midfield;1993;22
192774;Pape Moussa Konat?;1993-04-03T00:00:00.000Z;midfield;1993;22
147558;Luk�? Zima;1994-01-09T00:00:00.000Z;goalkeeper;1994;21
243819;Allan Junior Blaze;1994-06-24T00:00:00.000Z;defence;1994;21
240218;;1995-07-23T00:00:00.000Z;striker;1995;20
76598;Mat�as Julio Cabrera Acevedo;1986-05-16T00:00:00.000Z;striker;1986;29
5507;Mario Alberto Yepes D�az;1976-01-13T00:00:00.000Z;defence;1976;39
57295;Moussa Saib Kone;1990-02-12T00:00:00.000Z;midfield;1990;25
95438;;1993-08-26T00:00:00.000Z;striker;1993;22
19438;;1985-06-05T00:00:00.000Z;defence;1985;30
62751;;1991-10-11T00:00:00.000Z;midfield;1991;24
197471;;1994-04-07T00:00:00.000Z;midfield;1994;21
60534;;1989-01-31T00:00:00.000Z;midfield;1989;26
57644;;1989-10-06T00:00:00.000Z;goalkeeper;1989;26
6442;;1983-06-26T00:00:00.000Z;goalkeeper;1983;32
54916;;1989-04-05T00:00:00.000Z;defence;1989;26
9915;Reto Pirmin Ziegler;1986-01-16T00:00:00.000Z;defence;1986;29
82751;;1984-10-26T00:00:00.000Z;midfield;1984;31
43085;;1988-11-01T00:00:00.000Z;midfield;1988;27
124911;;1991-04-20T00:00:00.000Z;midfield;1991;24
48678;Marius Silviu Alexe;1990-02-22T00:00:00.000Z;midfield;1990;25
240670;;1995-05-04T00:00:00.000Z;unknown;1995;20
124155;;1989-04-19T00:00:00.000Z;defence;1989;26
240675;;1995-01-07T00:00:00.000Z;goalkeeper;1995;20
277692;;1995-01-21T00:00:00.000Z;midfield;1995;20
22131;Jaime Andr?s Vald?s Zapata;1981-01-11T00:00:00.000Z;striker;1981;34
120175;;1991-09-04T00:00:00.000Z;goalkeeper;1991;24
28027;;1974-02-24T00:00:00.000Z;goalkeeper;1974;41
22598;;1983-06-24T00:00:00.000Z;midfield;1983;32
48003;;1981-01-17T00:00:00.000Z;goalkeeper;1981;34
112552;;1989-11-11T00:00:00.000Z;defence;1989;26
23367;;1983-09-29T00:00:00.000Z;midfield;1983;32
85528;;1991-03-02T00:00:00.000Z;goalkeeper;1991;24
22092;;1974-06-20T00:00:00.000Z;goalkeeper;1974;41
139169;Claiton Machado dos Santos;1984-09-07T00:00:00.000Z;defence;1984;31
27554;Manuel Pami?;1986-08-20T00:00:00.000Z;defence;1986;29
102249;Boadu Maxwell Acosty;1991-09-10T00:00:00.000Z;midfield;1991;24
55911;Adri�n Daniel Calello;1987-05-14T00:00:00.000Z;midfield;1987;28
159337;;1991-11-12T00:00:00.000Z;midfield;1991;24
39917;;1986-05-01T00:00:00.000Z;midfield;1986;29
96853;Adrian Marius Stoian;1991-02-11T00:00:00.000Z;striker;1991;24
12563;????? ??????;1983-07-27T00:00:00.000Z;striker;1983;32
19083;;1981-05-31T00:00:00.000Z;defence;1981;34
21354;Marek ?ech;1983-01-26T00:00:00.000Z;defence;1983;32
2926;;1984-03-08T00:00:00.000Z;defence;1984;31
16870;;1979-04-05T00:00:00.000Z;defence;1979;36
23197;;1983-05-02T00:00:00.000Z;striker;1983;32
115989;??j?? C?oja?o???;1993-07-19T00:00:00.000Z;goalkeeper;1993;22
142370;Math�as Nicol�s Abero Villa;1990-04-09T00:00:00.000Z;defence;1990;25
197491;;1994-07-01T00:00:00.000Z;defence;1994;21
169511;???? ?????????;1994-03-31T00:00:00.000Z;defence;1994;21
17130;;1982-08-05T00:00:00.000Z;midfield;1982;33
20378;Diego Fernando P?rez Aguado;1980-05-18T00:00:00.000Z;midfield;1980;35
35703;;1987-09-11T00:00:00.000Z;midfield;1987;28
74253;Henry Dami�n Gim?nez B�ez;1986-03-13T00:00:00.000Z;midfield;1986;29
21942;;1980-02-03T00:00:00.000Z;midfield;1980;35
163639;;1992-05-11T00:00:00.000Z;defence;1992;23
101913;�merson Ramos Borges;1980-08-16T00:00:00.000Z;defence;1980;35
735;;1981-05-03T00:00:00.000Z;defence;1981;34
72471;;1988-09-19T00:00:00.000Z;defence;1988;27
28818;;1983-04-06T00:00:00.000Z;striker;1983;32
43271;;1985-03-30T00:00:00.000Z;midfield;1985;30
56762;;1987-05-30T00:00:00.000Z;midfield;1987;28
29424;Paulo S?rgio Betanin;1986-01-10T00:00:00.000Z;striker;1986;29
21876;;1981-12-06T00:00:00.000Z;defence;1981;34
30593;Michael Sheehan Bradley;1987-07-31T00:00:00.000Z;midfield;1987;28
53288;Marco Ant?nio de Mattos Filho;1986-07-03T00:00:00.000Z;midfield;1986;29
15342;Rodrigo Ferrante Taddei;1980-03-06T00:00:00.000Z;midfield;1980;35
146752;;1993-07-30T00:00:00.000Z;midfield;1993;22
145416;Gadji Celi Carmel Junior Tallo;1992-12-21T00:00:00.000Z;midfield;1992;23
119369;;1987-06-16T00:00:00.000Z;midfield;1987;28
163086;;1992-09-26T00:00:00.000Z;defence;1992;23
52918;Andr? Gon?alves Dias;1979-05-15T00:00:00.000Z;defence;1979;36
63824;;1989-05-30T00:00:00.000Z;midfield;1989;26
162957;;1994-05-28T00:00:00.000Z;midfield;1994;21
44227;;1988-02-20T00:00:00.000Z;goalkeeper;1988;27
54183;Maicosuel Reginaldo de Matos;1986-06-16T00:00:00.000Z;striker;1986;29
9340;;1985-06-14T00:00:00.000Z;defence;1985;30
19104;;1987-02-01T00:00:00.000Z;midfield;1987;28
9091;Gustavo Adolfo Mun?a Vera;1978-01-27T00:00:00.000Z;goalkeeper;1978;37
188335;Marko Baki?;1993-11-01T00:00:00.000Z;striker;1993;22
31776;???????? ????????? ????????;1987-07-23T00:00:00.000Z;midfield;1987;28
176514;Rafa? Wolski;1992-11-10T00:00:00.000Z;striker;1992;23
55993;Pablo Sebasti�n xarez Valeira;1984-04-17T00:00:00.000Z;defence;1984;31
57354;;1989-08-21T00:00:00.000Z;defence;1989;26
67084;Luciano Fabi�n Monz�n;1987-04-13T00:00:00.000Z;defence;1987;28
51186;Nicol�s Federico Spolli;1983-02-20T00:00:00.000Z;defence;1983;32
19946;Pablo C?sar Barrientos;1985-01-17T00:00:00.000Z;midfield;1985;30
105892;Lucas Nahuel Castro;1989-04-09T00:00:00.000Z;midfield;1989;26
39256;Sebasti�n Eduardo Leto;1986-08-30T00:00:00.000Z;midfield;1986;29
44832;;1988-01-22T00:00:00.000Z;goalkeeper;1988;27
5925;;1976-10-20T00:00:00.000Z;defence;1976;39
186664;Germ�n Alexis Rolin Fern�ndez;1989-02-07T00:00:00.000Z;defence;1989;26
47646;;1984-04-19T00:00:00.000Z;midfield;1984;31
199243;;1994-04-07T00:00:00.000Z;midfield;1994;21
171336;;1991-09-29T00:00:00.000Z;midfield;1991;24
183845;Maks Bari?i?;1995-03-06T00:00:00.000Z;midfield;1995;20
194908;Erick Anthony Cabalceta Giacchero;1993-01-09T00:00:00.000Z;defence;1993;22
239673;Giuseppe Gabriele Ficara;1995-08-24T00:00:00.000Z;goalkeeper;1995;20
163489;;1993-12-19T00:00:00.000Z;midfield;1993;22
9967;?????? ???????;1986-04-12T00:00:00.000Z;midfield;1986;29
30333;;1986-05-14T00:00:00.000Z;midfield;1986;29
277361;Vin�cius de Freitas Ribeiro;1993-03-07T00:00:00.000Z;defence;1993;22
157494;;1994-04-21T00:00:00.000Z;defence;1994;21
41935;;1986-10-12T00:00:00.000Z;defence;1986;29
66022;Innocent Nkasiobi Emeghara;1989-05-27T00:00:00.000Z;midfield;1989;26
28023;;1984-03-29T00:00:00.000Z;goalkeeper;1984;31
154578;Saulo Igor Decarli;1992-02-04T00:00:00.000Z;defence;1992;23
85484;;1987-05-19T00:00:00.000Z;defence;1987;28
21988;;1983-05-09T00:00:00.000Z;defence;1983;32
132002;Jonny Ferney Mena Mosquera;1991-02-17T00:00:00.000Z;midfield;1991;24
5818;;1977-05-29T00:00:00.000Z;midfield;1977;38
5890;Sergio Bernardo Almir�n;1980-11-07T00:00:00.000Z;midfield;1980;35
213590;;1990-11-06T00:00:00.000Z;midfield;1990;25
256358;Bruno Petkovi?;1994-09-16T00:00:00.000Z;midfield;1994;21
205054;;1992-07-03T00:00:00.000Z;defence;1992;23
5938;W�lter Adri�n Samuel Luj�n;1978-03-22T00:00:00.000Z;defence;1978;37
239576;;1995-07-14T00:00:00.000Z;goalkeeper;1995;20
228604;;1995-09-06T00:00:00.000Z;midfield;1995;20
21935;;1984-06-22T00:00:00.000Z;defence;1984;31
52999;Renan Fernandes Garcia;1986-06-19T00:00:00.000Z;midfield;1986;29
22202;Diego Alberto Milito;1979-06-12T00:00:00.000Z;midfield;1979;36
3366;Ricardo Izecson dos Santos Leite;1982-04-22T00:00:00.000Z;striker;1982;33
187587;Ante Rebi?;1993-09-21T00:00:00.000Z;striker;1993;22
105468;Neuton Sergio Piccoli;1990-03-14T00:00:00.000Z;defence;1990;25
86926;????????? ?????????? ???????;1992-02-22T00:00:00.000Z;midfield;1992;23
46477;;1984-06-14T00:00:00.000Z;midfield;1984;31
123638;;1992-03-30T00:00:00.000Z;midfield;1992;23
53477;Jonathan Ezequiel Cristaldo;1989-03-05T00:00:00.000Z;midfield;1989;26
86079;;1988-01-26T00:00:00.000Z;striker;1988;27
28007;;1980-06-21T00:00:00.000Z;goalkeeper;1980;35
8885;Jaroslav Pla?il;1982-01-05T00:00:00.000Z;midfield;1982;33
38584;;1981-07-10T00:00:00.000Z;defence;1981;34
85603;;1987-03-26T00:00:00.000Z;midfield;1987;28
6427;;1983-04-21T00:00:00.000Z;midfield;1983;32
21872;;1981-03-25T00:00:00.000Z;goalkeeper;1981;34
139307;;1991-05-03T00:00:00.000Z;defence;1991;24
34453;;1988-05-27T00:00:00.000Z;midfield;1988;27
55000;;1990-01-13T00:00:00.000Z;goalkeeper;1990;25
39828;;1988-04-01T00:00:00.000Z;midfield;1988;27
22268;;1982-01-08T00:00:00.000Z;midfield;1982;33
230058;Adri�n Ricardo Centuri�n;1993-01-19T00:00:00.000Z;midfield;1993;22
198086;;1994-05-27T00:00:00.000Z;midfield;1994;21
37413;;1987-01-21T00:00:00.000Z;defence;1987;28
34909;;1985-05-29T00:00:00.000Z;midfield;1985;30
220793;Douglas dos Santos Justino de Melo;1994-03-22T00:00:00.000Z;defence;1994;21
47005;???? ???????;1988-08-29T00:00:00.000Z;midfield;1988;27
214003;;1994-03-23T00:00:00.000Z;unknown;1994;21
176182;;1995-06-12T00:00:00.000Z;goalkeeper;1995;20
188498;Brayan Andr?s Perea xgas;1993-02-25T00:00:00.000Z;midfield;1993;22
179895;;1994-04-25T00:00:00.000Z;midfield;1994;21
66112;Sergio Gont�n Gallardo;1991-12-27T00:00:00.000Z;midfield;1991;24
204070;;1995-03-29T00:00:00.000Z;unknown;1995;20
85066;;1983-09-26T00:00:00.000Z;defence;1983;32
200188;;1995-05-14T00:00:00.000Z;midfield;1995;20
147396;Bruno Uvini Bortolan?a;1991-06-03T00:00:00.000Z;defence;1991;24
120458;;1991-07-07T00:00:00.000Z;midfield;1991;24
211397;Miguel �ngel Borja Hern�ndez;1993-01-26T00:00:00.000Z;midfield;1993;22
240157;;1995-07-30T00:00:00.000Z;goalkeeper;1995;20
79242;Gabriel Vasconcelos Ferreira;1992-09-27T00:00:00.000Z;goalkeeper;1992;23
262972;Jherson Vergara Am?;1994-05-26T00:00:00.000Z;defence;1994;21
28828;;1976-05-10T00:00:00.000Z;goalkeeper;1976;39
197751;;1996-04-16T00:00:00.000Z;midfield;1996;19
210631;;1995-02-19T00:00:00.000Z;defence;1995;20
126412;???? ???;1993-06-11T00:00:00.000Z;midfield;1993;22
163597;;1992-01-31T00:00:00.000Z;defence;1992;23
23097;Simon Busk Poulsen;1984-10-07T00:00:00.000Z;defence;1984;31
55001;;1987-07-09T00:00:00.000Z;defence;1987;28
143559;?????? ????????;1993-03-28T00:00:00.000Z;defence;1993;22
62716;;1992-05-19T00:00:00.000Z;defence;1992;23
84442;;1995-03-28T00:00:00.000Z;midfield;1995;20
129868;Cristian Damian Battocchio;1992-02-10T00:00:00.000Z;midfield;1992;23
73926;Marco Davide Faraoni;1991-10-25T00:00:00.000Z;midfield;1991;24
76092;Willians Domingos Fernandes;1986-01-29T00:00:00.000Z;midfield;1986;29
56903;;1990-07-31T00:00:00.000Z;midfield;1990;25
167890;;1992-09-02T00:00:00.000Z;defence;1992;23
156521;Lauren?iu Constantin Br?nescu;1994-03-30T00:00:00.000Z;goalkeeper;1994;21
74667;Dorlan Mauricio Pab�n R�os;1988-01-24T00:00:00.000Z;midfield;1988;27
66960;Ignacio David Fideleff;1989-07-04T00:00:00.000Z;defence;1989;26
22320;;1982-02-16T00:00:00.000Z;defence;1982;33
6722;;1978-10-26T00:00:00.000Z;midfield;1978;37
71302;;1987-04-01T00:00:00.000Z;midfield;1987;28
46062;??????? ?????;1990-04-03T00:00:00.000Z;striker;1990;25
17129;Sulley Muntari;1984-08-27T00:00:00.000Z;midfield;1984;31
51118;Adil Rami;1985-12-27T00:00:00.000Z;defence;1985;30
256996;Guido Guerrieri;1996-02-25T00:00:00.000Z;goalkeeper;1996;19
21972;Cristian Molinaro;1983-07-30T00:00:00.000Z;defence;1983;32
98101;Marko Vesovic;1991-08-28T00:00:00.000Z;defence;1991;24
169249;Juan S�nchez Mi�o;1990-01-01T00:00:00.000Z;midfield;1990;25
162569;Josef Mart�nez;1993-05-19T00:00:00.000Z;striker;1993;22
109038;Dod?;1992-02-06T00:00:00.000Z;defence;1992;23
54149;Jonathan;1986-02-27T00:00:00.000Z;defence;1986;29
121985;Juan Jesus;1991-06-10T00:00:00.000Z;defence;1991;24
44327;Andrea Ranocchia;1988-02-16T00:00:00.000Z;defence;1988;27
19726;Nemanja Vidic?;1981-10-21T00:00:00.000Z;defence;1981;34
52897;Hernanes;1985-05-29T00:00:00.000Z;midfield;1985;30
60573;Yann M'Vila;1990-06-29T00:00:00.000Z;midfield;1990;25
60889;Gary Medel;1987-08-03T00:00:00.000Z;midfield;1987;28
